id,class,sentence
3186;"shame";" i felt shame at the hurt i caused to my family especially my parent father shame of hurting people emotionally a misconceived selfblaming that didnt do me any good shame at being myself as i am"
3187;"guilt";" i felt guilty at being part of the successful people felt guilty at being a student when other people were not guilt about being a potential success in various areas of society so stupid this emotion"
3188;"joy";" when i meet old past pupils of mine and find they are all doing well i feel joy yesterday i met a young woman yrs id taught her at yrs then at yrs and hadnt seen her for last yrs she was no longer a waitress but a meter maid for council"
3189;"fear";" a maori language oral test yesterday although i had studied intensely once in the examiners room i blew it i was so nervous i couldnt reply easily it was very important but i got only blankness"
3190;"anger";" a friend visited and made comments that my housegarden were not as neattidy as in the past id not seen her a year she implied id gone to the pack id only been working full time and taking university exams part time"
3191;"sadness";" when my father a tuth generation colonial from eng attacked me verbally about my chosen partner a man whom he discarded because his colour skin was not white his ultimate disgust saddled me"
3192;"disgust";" people who came to our home and requested put out your smoke that we should not smoke in our house and asked not even politely it disgusted me because i think people need to adapt to the situation"
3193;"shame";" put down by my father at a family outing at mutual family friends dinner told not to speak the attitude by him was negative was in mid s i had done many things a wide range of experiences probably greater than he"
3194;"guilt";" not attending school when am not sick but in need of mental rest staff on your return query your sickness it is easier in NZ to be sick rather than confide other personal reasons etc"
3195;"joy";" my children each top his class in the final exams"
3196;"fear";" a truck big one nearly mowed me off the road i was driving a small later"
3197;"anger";" a shop in downtown wouldnt accept my visa card before december last year"
3198;"sadness";" my dog of and years lord grey died in his sleep his death caused me more and deeper sadness than i thought"
3199;"disgust";" a sour looking man was beating his thin dog in remuera"
3200;"shame";" i told mr winter of downtown fashion to go to when he did not accept my visa"
3201;"guilt";" when i accepted a lunch invitation from a past male friend"
3202;"joy";" when my daughter was born"
3203;"fear";" when my mother entered surgery for a quadruple heart bypass i felt intense fear at the time she was actually wheeled away"
3204;"anger";" when my husband got picked up in our new car for drunken driving we had made a pact the other would not drink and so therefore would be the driver for the evening etc i was not present at the time"
3205;"sadness";" when my grandmother died very suddenly without warning"
3206;"disgust";" when the NZ rugby union announced that they would proceed with a rugby tour of south africa"
3207;"shame";" when i was unable to respond to a welcome in my indigenous language of maori at an important function where i was the only woman in the group and it was expected of me"
3208;"guilt";" when i made an excuse to get out of participating in an important family occasion that i should not have missed"
3209;"joy";" being reunited with my family after not having seen them for years at the airport sheer elation at getting through the paper work collecting bags and the anticipation of coming through the customs gate"
3210;"fear";" i caught a huge eel on a fishing line which i had pulled into the boat i cut the line and threw the whole lot back into the water later that day and about ten miles away i went swimming and someone made the comment wondering how far eels could swim i abruptly ended swimming for fear at an unseen eel for a few days until we had left the district"
3211;"anger";" my partner without discussing with me the situation decided it was time for us to have a break and went ahead and arranged his own life for the next months then told me the day before it was about to happen having been tolerant and friendly for the preceding week"
3212;"sadness";" i had been living in an overseas city and made the decision to leave the city and come home about months before i met a whole new set of friends leaving them at the airport was sad and traumatic as they had helped me in many ways and i knew i wouldnt see many of them again"
3213;"fear";" after i had managed to fail my first year at university i was scared as to what i was going to do with my future i didnt want a mundane job and yet i didnt know if i could pay my way through an unsubsidized year at university to settle down and continue my studies"
3214;"anger";" this situation keeps occurring when my little sister disagrees with me or viceversa we have very similar temperaments and i always end up feeling angry at her and myself for fighting so much over unimportant trivial matters"
3215;"sadness";" when my grandmother who has been living with us for years had a stroke and was left paralysed on one side she has been quite close to our family and to see her suffer in this way makes me feel really sad"
3216;"disgust";" a gathering of a social sports club at which they proceeded to show pornographic videos and then afterwards when most people had had quite a bit to drink carried on in a very degrading unmoral manner especially females exposing and flaunting themselves with no shame or embarrassment"
3217;"shame";" like guilt the most ashamed i have ever felt was when i began to feel guilty about having sex with my boyfriend when it was only the thing to do and not really an act of love"
3218;"guilt";" this feeling of guilt really applies to moralreligious views i being catholic went against what i was brought up to believe in and had a sexual relationship with my boyfriend many months later when i was doing some deeper self analysis i began to feel guilty and realized that i had gone against what i wanted for myself and my future"
3219;"joy";" my mother along with some of my friends gave me a surprise birthday party they invited a large number of my friends along too"
3220;"fear";" my mother did not come home till late at night ages ago anyway if i dont know where my parents are and when theyll be back i start thinking that perhaps they have had an accident and are perhaps dead"
3221;"anger";" because i am the captain of a basketball team i usually organise a roster system so that everyone in the team can have a turn at doing either a duty or a ref a lot of the time the girls cant be bothered or just forget i usually have to fill in"
3222;"sadness";" so as to be closer to the university i have left home and moved into auckland it now seems as if i have left home especially my family forever"
3223;"disgust";" a friend of mine goes out with this guy she sleeps with him but is quite happy for him to play around as well as herself"
3224;"shame";" no response"
3225;"guilt";" i did not attend a social studies observation class for whole week i am a student trainee teacher anyway the other teachers thought this was okay because the teacher i was supposed to observe was not well liked the teacher was in fact really nice to me but i wanted to get out of teaching a hard topic he had given me"
3226;"joy";" passing my pharmacy exams which meant my tertiary education for pharmacy completed"
3227;"fear";" when i was in a car with my parents and friends and we had to back up reverse pass a river which when i recall it i was only about yrs seemed we were going to fall in and drown"
3228;"anger";" when my boyfriend wouldnt dance with me on my graduation night because he thought i could dance with my friends who were friendly"
3229;"sadness";" when my sister really my niece died of cancer at the age of yrs after i took her to the doctor at the age of and he diagnosed it"
3230;"disgust";" my brother gave me a beating because he could not beat me verbally"
3231;"shame";" i found i was pregnant and unmarried"
3232;"guilt";" when i had to go to reconciliation before converting to catholicism but then once received ok"
3233;"joy";" joy for me is when all my family gather around home for special occasions as christmas etc it really gives me joy to see my family and relatives and to observe natures productivity process which have been going on for centuries"
3234;"fear";" i had this experience of fear when few people were fighting at a social one night which one of my relative was involved my fear was greatly for him because he was being assaulted badly"
3235;"anger";" never really had the experience just yet na"
3236;"sadness";" this occurred when my girlfriend and i have to finish our relationship due to some circumstances between her and her family i was really sad hurt and couldnt really find any reason why am i still living is this life is all about this was one of few question which crept up vividly every time i thought about what had happened"
3237;"disgust";" im very disgusted when i see people abusing their body with drugs and alcohol they take advantage of these things usually for an excuse for the fantasies which they like and so they do things stupidly and unjustly"
3238;"shame";" no response"
3239;"guilt";" this i experienced when going around with more than one girl"
3240;"joy";" letting jesus take control of my emotions ie ill feeling"
3241;"fear";" had fear of losing husband"
3242;"anger";" when present boyfriends mother approached my parents and self to leave her son alone as she did not want me for a future daughterinlaw"
3243;"sadness";" when boyfriend could not stand up to his mother or for himself"
3244;"disgust";" disgusted with boyfriends mother her overpowering overprotecting and selfish attitudes"
3245;"shame";" when ditched divorced by husband"
3246;"guilt";" when i had to lie about my age to be accepted as a member of a group"
3247;"joy";" my cousin asked me to be a bridesmaid for her this made really happy because i was adopted into the family and her asking me made me realise that she saw me as a cousin and not just another person there were other cousins she could have asked but she asked me"
3248;"fear";" that if ever i was really naughty i would be sent away from my mum and dad to another family i was fostered from age and didnt get to mum and dad until i was and then legally adopted at"
3249;"anger";" my father died my natural father contacted me a year after my father died and this angered me more as i thought he should be dead and not my father"
3250;"sadness";" my father died i was away at the time and did not know until two days after"
3251;"disgust";" a child told me she had been sexually abused by her stepfather i only knew the child and had not come into contact with either parent i tried to do what was best for the child the event and the stepfather disgusted me"
3252;"shame";" when my natural parents name would show up on papers and not my what i call real name"
3253;"guilt";" i lied to my mother in the sixth form she said she would ring to find out and i had to tell her i had lied"
3254;"joy";" joy at meeting a woman i love very much"
3255;"fear";" when approached by a gang of youths in town at night"
3256;"anger";" when a man a stranger to me personally insulted a close woman friend of mine in public"
3257;"sadness";" after my father died suddenly of a heart attack"
3258;"disgust";" when a man spoke very sexistly in the company of some friends of mine"
3259;"shame";" when i went to explain to a lecturer whom i liked that the work expected of me was not going to be in"
3260;"guilt";" when i masturbated in my room"
3261;"joy";" when my lover and i felt like we had gone full circle and our relationship was new fresh vital etc once again"
3262;"fear";" my daughter was yrs she went up to a colt tried to hit it it turned on her and kicked her over the heart sent her flying through the air i left my mother and sister to deal to her as they are nurses i felt i didnt want to know if she was going to die it was just too much"
3263;"anger";" my anger is with men their inability to be human not all men"
3264;"sadness";" the saddest ive ever been was when my lover was killed hitchhiking to work"
3265;"disgust";" with the NZ rugby union wanting to send the all blacks to south africa"
3266;"shame";" that my brother and father are into alcohol two men with priviledge not using it positively"
3267;"guilt";" when i betrayed my lover she told me something in confidence i felt at the time i had to relay the information back to the person concerned as i felt the situation volatile did this without telling my lover she felt like piggy in the middle as she was not directly concerned maybe you could call it gossip i felt different after i had slept on it if i had waited thought now i would not have done it"
3268;"joy";" a good friend the wife of the vicar of my church came up to me from the pews i am in the choir and shook my hand during the time for an informal greeting in the church service she said a few words"
3269;"fear";" i walked up the main street of auckland at oclock at night i expected it to be very active with people gangs fast cars etc thought it was actually quite quiet though also oppressive i walked about half a mile and bought a drink along the way"
3270;"anger";" someone in my family my brother i suspected ate a bun which i had made for myself it was during a long telephone call after i had just made it and put it in the oven warming drawer"
3271;"sadness";" sitting in a bus i heard behind the voice of a girl i was friendly with after her talking for some time with another girl i decided it wasnt her in fact that someone miming her which it was when i finally looked i was talking to a friend at the time"
3272;"disgust";" having moved into a flat within the last week i felt some disgust that a bathroom tap had been left to drip with a faulty facet"
3273;"shame";" i criticised an action of my mother and for the first time she genuinely took notice of it i felt shame that i was almost taking the part of a husband or at least an equal which i should not"
3274;"guilt";" i felt that i contributed to a possible rift in the relationship between a boy and girl soon to be married in my flat after i moved in after stating my celibacy to him which she overheard and didnt previously know about i suspect"
3275;"joy";" my friend replying to my letter and again saying he was attracted to me and suggesting we write talk and get together and see how things went and his suggestion that i could ring and doing that it was really good though really insane conversation"
3276;"fear";" being sexually assaulted not rape but passionate kissing by a friends father he stopped when he was driving me home i hadnt wanted the lift had refused times and then felt itd be rude to refuse again was really afraid of what he might do"
3277;"anger";" i live by myself and a few weeks ago was woke by a man on the end of my bed coming up my bed at me i was really angry told him to get out he was surprised hesitated i started to move towards him and he backed off kept telling him loudly but firmly to go because id got the initiative i succeeded a very powerful message"
3278;"sadness";" when my grandmother died i wasnt sad so much that shed died because she was old but because she lived in the last few years in an old peoples home and had nothing very much that was hers no chair or private space and when i went to visit she would be sitting in the living room the tv room it was hopeless and i felt awkward so i didnt go and i was sad cos how i couldnt"
3279;"anger";" when during a social evening with my father brother sister close friend and my fathers nd wife i had an argument with my father who abused my friend who was sticking up for me"
3280;"sadness";" when the girl whom i have lusted after expressed reciprocal feelings and then days later changed her mind"
3281;"disgust";" when a close friend wilfully cheated me"
3282;"shame";" while intoxicated i invaded someones a girls personal space to a large extent"
3283;"guilt";" while intoxicated i damaged my sisters car in a minor way and someone elses in a minor way"
3284;"joy";" girlfriend arriving back from overseas and picking her up from airport when she finally appeared from customs and we came in contact again"
3285;"fear";" fear of punishment for having broken an item of value to my parents"
3286;"anger";" that a friend had been badly beaten and stabbed many times and the person that did it got away without any punishment from the law"
3287;"sadness";" the death of an animal we had reared"
3288;"disgust";" finding that a girlfriend of mine was a prostitute and had been seeing many others during our relationship"
3289;"shame";" not having owned up to the responsibility an incident where family car received minor damage"
3290;"guilt";" had started a relationship and did nothing to keep it up partly the use of another person"
3291;"joy";" the feeling of joy when again i had confessed my sin and experienced gods forgiving grace and cleansing power total enlightenment and freedom bliss"
3292;"fear";" riding through a bush fire on an island of australia on a pushbike as a little boy all alone lost and surrounded by smouldering wood and flame"
3293;"anger";" when bicycling along a courier van started to tail me very close i sped up and moved over and he just did the same i reacted violently much physical responding in the dangerous situation"
3294;"sadness";" my cat was sick and i had to take him to the vet to be put down no one else there to do it"
3295;"disgust";" when someone i had had a relationship purely sexual with came up to me after i had used her and acted as if nothing had changed"
3296;"shame";" when a close friend entrusted me with a secret and i let the cat out of the bag"
3297;"guilt";" making a sexual pass at my cousin with whom i have a very close personal relationship"
3298;"joy";" first time i slept with my present girlfriend had been best friends for a year but had been hesitant about getting involved emotionally"
3299;"fear";" waiting for a taxi when within an hour two separate people challenged me to fight for no apparent reason except they were drunk"
3300;"anger";" deliberately provoked by someone close angered by the deliberation not the provocation"
3301;"sadness";" my girlfriend let me down badly times in one week these instances summed up all the negative aspects of our relationship which at the time seemed doomed to fail"
3302;"disgust";" a close friend took part in a racist violent action"
3303;"shame";" can not recall the emotion with any force"
3304;"guilt";" slept with someone close to my girlfriend and myself"
3305;"joy";" hearing that i had been successful in getting a position whereby my financial physical spiritual and emotional needs will be well catered for this position fulfils a lot of my aims for the last five years of my life"
3306;"fear";" when i decided to leave my steady secure employment to come to university because i didnt know if i could cope with all the requirements of study and also being older i didnt know if i would enjoy mixing with younger people also financial insecurity"
3307;"anger";" when a close friend failed to live up to the expectations i had of him thereby causing pain to his spouse i believe that my anger was probably a reaction of fear that i wouldnt be able to live up to my own expectations"
3308;"sadness";" departure of a very close friend for a long stay overseas sharing in the sorrow of her parents who were left behind"
3309;"disgust";" i get disgusted with the inherent racist attitudes of my brotherinlaw in putting down various ethnic groups and also my unwillingness to challenge him about these attitudes in order to keep the peace"
3310;"shame";" my failure to provide the appropriate emotionalspiritual level to a sexual relationship that had a large physical content born out of inconsistency with my personal beliefs and value shame at largely using this sexual partner"
3311;"guilt";" when i deliberately engineered a situation to cause tension between friends so as to bolster the impression one of them had of me"
3312;"joy";" hearing Fran Wilde introduce the bill"
3313;"fear";" being harassed for being gay suggestions of being physically beaten acting as informal bouncer in a gay bar"
3314;"anger";" landlord putting up rents sneakily and slimily"
3315;"sadness";" listening and watching a tape of someone with aids being prejudiced against at a counselling course on aids with others"
3316;"disgust";" hearing norman jones get hysterical in parliament about law reform on the radio listening with others"
3317;"shame";" watching Muldoon act as my pm"
3318;"guilt";" adolescent guilt growing up feeling bad immoral sexual desires some yrs ago"
3319;"joy";" won a prize for effort"
3320;"fear";" assaulted by drunken neighbour"
3321;"anger";" i was playing in a football tournament and saw the rules openly disregarded"
3322;"sadness";" death of brother"
3323;"disgust";" reading literature on aidshomosexuality"
3324;"shame";" i am ashamed at myself sometimes when i am working with handicapped people and dont wish to be seen in public with them"
3325;"guilt";" i was late meeting someone for an appointment"
3326;"joy";" i was feeling really low had been a series of fights with my siblings been under pressure at school and wasnt going to the party i wanted to go instead i was going out with my family a guy called and said in effect that i was nice and he liked me hence the emotional joy"
3327;"fear";" i was watching a movie alone it was a horror movie the music was a deep pulsing type not really music and a light flashed on and off it was in the complete darkness of a movie theatre that was almost empty"
3328;"anger";" my sister and i were fighting as usual shes older Tham i am bigger built and stronger i couldnt win in a physical battle and in a verbal battle i couldnt seem to get through to her to really hurt her"
3329;"sadness";" my paternal grandmother had died we werent close but she was blood i didnt cry but i was sad partly due to her death and partly i think due to the fact that i couldntdidnt cry"
3330;"disgust";" my older sister used to pick on my brothers and sisters all of whom were younger than her on one occasion my brother did something my sister didnt like a fullscale battle began"
3331;"shame";" my first real experience with a boy we were alone i was quite young and pretty naive and he was pretty crude and real sort of macho it was dark at night during the summer and we were talking"
3332;"guilt";" i was using my sisters stereo while everyone was out i know she wouldnt want me to and i would get into trouble if she found out but she was only partly justified in forbidding me to use it she never found out"
3333;"joy";" winning a rowing race at a karapiro regatta with other friends"
3334;"fear";" being alone in europe and having to catch a train and bus to the airport then board the plane alone"
3335;"anger";" at school teacher for not allowing us to go out on new years eve when on a class trip overseas"
3336;"sadness";" i was in a car accident on the way back from a weekend rowing regatta wed won others were in the car i thought id never be able to row again"
3337;"disgust";" our boarder burping after meals"
3338;"shame";" felt ashamed when in a group conversation and could not understand words or comprehend the topic of discussion"
3339;"guilt";" guilty when i hadnt walked my dog for quite a few days and had given her no attention"
3340;"joy";" when i won a position on the trackteam for the transtasman games when i was eleven"
3341;"fear";" when i was jumped by three men in a deserted area"
3342;"anger";" once a person in authority school teacher was telling blatant lies about me and the headmistress would not let me defend myself she was also telling lies about other members of my family"
3343;"sadness";" when my mother died"
3344;"disgust";" when somebody who had been a bully and had acted cruelly to others who were unable to defend themselves was taken down a few notches and he began to grovel i was disgusted with his grovelling and the manner in which he had treated others"
3345;"shame";" when i was twelve i was babysitting some children but i did not act very responsibly and one of them was injured"
3346;"guilt";" when something went wrong for me i lashed out at someone else whom i loved and who was not in any way responsible for what had happened my sister"
3347;"joy";" easter holiday i had been working weekends and had just left"
3348;"fear";" havent been frightened for ages"
3349;"anger";" i visited a special education school the headmaster applied a policy of strict positive negative reinforcement to the children involved children who measured up to his standards were made a fuss of children who didnt were ignored"
3350;"sadness";" i felt sad with the two situations i described before the cat and the school sadness was intermingled with the other feelings"
3351;"disgust";" next door neighbour ran over his cat in driveway he tried to finish it off with a flat shovel i would have taken cat to veterinary to either kill humanely or cure"
3352;"shame";" havent felt shame for ages"
3353;"guilt";" i borrowed a friends books and forgot i had them she asked for them back and i told her i didnt have them i duly found and returned them"
3354;"joy";" getting my kitten found at work several years ago taking him home in a box on my motorbike showing it to my defacto"
3355;"fear";" obscene phone call where the person knew my name"
3356;"anger";" at work being shifted to another area"
3357;"sadness";" enrolling at varsity being told i couldnt get in to certain papers"
3358;"disgust";" noticing my flat had maggots"
3359;"shame";" a serious drug error while nursing that i knew i was responsible for patient lived no complications fortunately"
3360;"guilt";" forgot to turn up on prescribed day for jury service"
3361;"joy";" when i was finally able to return to a job that i enjoyed doing after several months absence i was not needed during this time"
3362;"fear";" when i was attacked by a teenage boy and had my wallet stolen"
3363;"anger";" someone who was speeding was forced to slow down when i pulled out onto the road and proceeded to abuse me at the next set of traffic lights"
3364;"sadness";" when someone i was close to became a paranoid schizophrenic and i was unable to see this person because of the situation"
3365;"disgust";" when someone whom i considered my friend without telling me he was annoyed proceeded to ignore me for several meets with no apparent reason"
3366;"shame";" when some unforgiving acquaintance dragged up an old and rather embarrassing situation from my past"
3367;"guilt";" when i made a mistake at work and when questioned about it pretended i had nothing to do with the problem"
3368;"joy";" at my wedding standing with the man i love and acknowledging that fact to members of family and friends"
3369;"fear";" as a result of breaking the indicator light as mentioned for guilt"
3370;"anger";" arriving home from work after a long and tiring day to find no dinner prepared as i had expected"
3371;"sadness";" at the death of my husbands fathers mother which occurred during university examinations and therefore i was unable to attend her funeral"
3372;"disgust";" with a manager who insists on making crude innuendos pertaining to sex"
3373;"shame";" can not remember such a situation"
3374;"guilt";" breaking the left hand indicator box by moving too close to structure"
3375;"joy";" waking in morning early morning and having whole day to myself"
3376;"fear";" being driven by friend who suddenly swerved and skidded a little it was night and on a long trip we ended up on side of road"
3377;"anger";" friend male hinted that my talking to other men at a pub was immoral he implied that i should remain only with my boyfriend the entire evening"
3378;"sadness";" on rising no apparent reason"
3379;"disgust";" prolonged niggling of friend on a single theme which i considered of no consequence"
3380;"shame";" felt i had not appreciated my parents enough regretted the problems id caused"
3381;"guilt";" boyfriend doing cleaning in situation where it was my job to do it later snapped at him over trivial thing he looked downcast i felt guilty hes just done all that work for me"
3382;"joy";" when my first niece was born"
3383;"fear";" in a flat in sydney rough area at home on my own the flat had been burgled the night before and no way of locking the door"
3384;"anger";" when the bus driver failed to stop and pick me up at a bus stop"
3385;"sadness";" when my uncle died of leukemia at age"
3386;"disgust";" watching an alcoholic woman who was approaching everyone at the wharf for cigarettes a prostitute in auckland elderly"
3387;"shame";" stealing money from my parents when i was young"
3388;"guilt";" two timing going out with guys at once secretly"
3389;"joy";" when i went to the pub with a large group of friends we drank and danced"
3390;"fear";" watched a horror movie which involved sexual attacks on women"
3391;"anger";" my boyfriend promised to take me to see a game of tennis and rang saying he was going to the pub with some of his friends instead"
3392;"sadness";" my mother was unwell and went for many cancer tests she spent time in hospital being opened and closed many times"
3393;"disgust";" i was driving along and saw this young guy urinating into the gutter in broad daylight"
3394;"shame";" i kicked the dog outside on a cold night because he was annoying me the next day he came down with the flu and we thought he was going to die"
3395;"guilt";" i spent all weekend with a friend instead of studying for my exams"
3396;"joy";" birth of children"
3397;"fear";" being alone at night"
3398;"anger";" in a hurry to get to lectures and the car would not start"
3399;"sadness";" when grandfather died"
3400;"disgust";" obscene phone calls"
3401;"shame";" being with a close friend in the city who was involved at the present point in time in outrageous activity"
3402;"guilt";" telling white lies"
3403;"joy";" thought had discovered true love"
3404;"fear";" stopped at lights in manger late one friday night on way home from work alone in car when someone came up behind the car and started banging and shaking it light was red and had nowhere to go until light changed when green i took off"
3405;"anger";" when fired unjustly from a job as casual barperson charged with giving away free drinks not done so and had witnesses to prove it both patrons and bar staff other staff were supportive"
3406;"sadness";" close friend leave to go overseas for an indefinite period farewell scene at airport"
3407;"disgust";" when employer made a pass at me whilst i was at work"
3408;"shame";" when caught shoplifting and the police were called in parents also informed"
3409;"guilt";" when caught shoplifting as for shame"
3410;"joy";" receiving understanding from within self of a subject i had previously wished to understand better"
3411;"fear";" to talk in a meeting expound my thoughts on a subject fear delayed me acting to do this"
3412;"anger";" towards wifes laziness in not performing her usual duties because of television watching"
3413;"sadness";" watching suffering in third world country"
3414;"disgust";" observation of people lost in the profit motive ie business managers to their actions esp"
3415;"shame";" on own reading book recall came to mind of slight sexual exploitation of a female years ago ie had her on even for sexual motives"
3416;"guilt";" telling a lie to wife over phone about what i had been working at"
3417;"joy";" meeting best friend at the airport boyfriend who i had missed terribly"
3418;"fear";" confronted outside a party by some very nasty character gesturing to a car full of menacing friends felt in danger"
3419;"anger";" no response"
3420;"sadness";" my cat died painfully and slowly"
3421;"disgust";" having unwanted attention paid to me in my place of work harassment and sexual harassment by another worker disgusted by his implications"
3422;"shame";" close friend discovered i had deceived them felt shame at having done it and knowing that they knew"
3423;"guilt";" twotiming going out with person other than guy i was in relationship with"
3424;"joy";" i was very pleased and happy when my older sister came home from living somewhere out of town and i hadnt seen her for months we are very close sisters"
3425;"fear";" i was skiing alone and the mountain became covered with mist and i thought i was lost and was going to panic"
3426;"anger";" my parents didnt allow me to go to a social function that all my friends were attending"
3427;"sadness";" while still at school a friend died of cancer after being ill for a long time she was yrs old"
3428;"disgust";" at a party my best girlfriend got really drunk and went off with a guy she knows i really like"
3429;"shame";" i was severely reprimanded for a trivial offence in front of members of my peer group while still at school"
3430;"guilt";" someone asked me to do something and i made up an excuse and said no i then went and didnt the same thing with someone else and hoped the first person never found out"
3431;"joy";" when my brother who has been out of new zealand for years came to visit with his wife which none of our family had previously met"
3432;"fear";" when i had to give a speech about some historical event to an audience of about people my own age whom i did not know"
3433;"anger";" in arguments with a close friend or relative where my point of view is completely disregarded"
3434;"sadness";" when my grandfather whom i had met only once for weeks died after several months i was really sad because he was a lovely person and i did not have the means for his company"
3435;"disgust";" i once saw a programme on tv describing how certain wild life films were made and was disgusted by the treatment of certain animals in this particular programme of the polar bear"
3436;"shame";" the nd time someone i had met cared for came over to my house i was absolutely inebriated and was sick into a bucket"
3437;"guilt";" the first time i went away with my boyfriend and lied about where we were staying"
3438;"joy";" when my former boyfriend and i reconciled and he decided that i was very important to him i had always wanted us to get back together again but had doubted the likelihood of this so i was very happy when my small amount of faith was vindicated"
3439;"fear";" when riding in a very fastlydriven car on a lose metal road at a very late hour no other cars on road and driver was taking corners very sharply i felt afraid because if an accident happened the area was very isolated also i feared for driver after i was dropped off would he make it home safely"
3440;"anger";" when at very short notice i agreed to work in place of a friend who was sick and owner of the restaurant refused to allow me a drink later in the evening which is usually always available for workers did not thank me and was generally indifferent towards me i felt i did not deserve this"
3441;"sadness";" when i learned that my former boyfriend had become engaged although i was glad that he had found what he wanted i was very sad at my own personal loss since i had always hoped we might one day reconcile"
3442;"disgust";" when reading a newspaper story of a man who had committed incestuous acts on his twoyear old child the thought that anyone could do such a thing is abhorrent to me"
3443;"shame";" when dropping a carton of boiling soup onto a coworkers leg causing great pain and for me severe embarrassment at my own ineptitude and shame that another person suffered as a result"
3444;"guilt";" when my sister had the opportunity to do some modelling work and i was quite jealous later on the photographer decided not to take her photograph and she was very upset i felt guilty as a result almost as if i had caused her to lose her opportunity by not being genuinely happy for her in the first place"
3445;"joy";" i did a solo flight from Ardmore to kaikohe before i got my pilot licence i can remember it was gorgeous day and i was on a natural high cruising up the coast with my maps and compasses and gear other pilots had seen me off and wished me good luck and it was a real adventure"
3446;"fear";" a friend female and i were on holiday on great barrier island by ourselves one night we were nearly raped by about locals they came to our bach and tried to break the doors down all of them were stoned or drunk and we hid under the bunks and were totally terrified eventually these guys gave up and went looking for us on the beach we escaped and slept in the bush for nights"
3447;"anger";" i cooked the engine in my fathers car it was actually his fault because he hadnt fixed the temperature gauge or told me when i finally got home i was absolutely screamed at and the anger i experienced was over the injustice of it all plus the huge row which developed"
3448;"sadness";" this sounds really predictable and usual but it was absolutely heartrending at the time my first lover i was just rang up one day and announced that he had found another woman i never saw him again and it hurt because i was positive that it was true love"
3449;"disgust";" i once saw an old man up the road fossicking through the rubbish bins and the gutter i was really disgusted at first but ive seen him a few times since then and now i feel really sorry for him and i often give him cigarettes when i see him because he mainly goes after cigarette butts and it is revolting"
3450;"shame";" when i was my mother discovered various items in my room which year olds arent usually expected to have mainly alcohol marijuana and contraceptives"
3451;"guilt";" no response"
3452;"joy";" a holiday at a Whiteland deserted beach a cool evening near the end of summer and we had a fire in the sand toasted marshmallows cuddled and drank champagne"
3453;"fear";" skiing down a very icy slope very fast in whiteout conditions out of control with no idea of what i was doing or where i was heading"
3454;"anger";" my best friend at school told lies about me to a boy i was seeing and went out with him herself"
3455;"sadness";" i found a baby oppossum on the road and took it home and cared for it for a week it had to be forced and carried in a fur pouch under my jersey my father had the vet put it to sleep as he said they carried diseases"
3456;"disgust";" a boyfriend with whom i split up with came over to a friends house where i was visiting with a male friend in a confrontation in another room he tried to find out if i was aroused by my friend by feeling my parts"
3457;"shame";" i told my primary teacher i hadnt done my homework as my mother was in a car accident my teacher rang that night to see how my mother was she was fine ie no accident"
3458;"guilt";" i told my present boyfriend that i was an australian as are my parents as the relationship developed i found it harder and harder to confess and became sure it would end our relationship he eventually found out when told in front of me by my mother"
3459;"joy";" winning a race that i had been training for for many weeks running race"
3460;"fear";" when i was very young and we moved as a family to auckland from wellington this meant new school and friends etc"
3461;"anger";" when someone ignores what i am saying or doesnt let me have my point of view and they monopolise a conversation"
3462;"sadness";" when i got into an argument with someone and was very abusive but they were a close friend and i later regretted it"
3463;"disgust";" when a close relative got quite drunk it was a relative that i had respected for a long time and looked up to as a child"
3464;"shame";" when i had come home drunk the day after a party i felt very ashamed in front of my parents"
3465;"guilt";" when i crashed by bike into an old lady crossing a road and knocked her down"
3466;"joy";" listening to the opening bars of tchaikovsdys symphony no fourth movement at my sisters wedding"
3467;"fear";" as a passenger in a vehicle travelling from the steep side of arthur pass in the middle of a sleetstorm icy roads sheer chasms to one side sheer face to the other"
3468;"anger";" as in sadness a relating to this slaughter of furseals"
3469;"sadness";" a a documentary in which baby fur seals were being clubbedspiked to death by canadian sealhunters brutally graphics description of a disfigured orphaned child in hiroshima calling for her mother"
3470;"disgust";" the repression of rioting and nonrioting blacks in south africa by the police of that democracy"
3471;"shame";" breaking an implicit promise"
3472;"guilt";" at the age of or so i stole from a rangers fruit tree an apple and eventually was compelled to confess dostoevsky would like this"
3473;"joy";" seeing my sister after about years of not seeing her only spent hour or so before she was off overseas with her husband for months"
3474;"fear";" i imagined i heard footsteps up the hall while sleeping in bed one night by myself in the house"
3475;"anger";" stopped at a fast food shop with friends and a few locals wanted to fight us for no apparent reason they hit and picked on one of my friends"
3476;"sadness";" my father recently having a heart attack spending a few months in hospital"
3477;"disgust";" my flatmate and close friend living and sleeping with another close friend of mine"
3478;"shame";" sleeping with a girl on a saturday night and then not contacting her in later days"
3479;"guilt";" stealing money from a milk token jar from a close friend of the family when visiting"
3480;"joy";" talking with someone i admire a lot"
3481;"fear";" held under water by a large wave and thought i was drowning"
3482;"anger";" came back from surfing to find car broken into and gear and money stolen"
3483;"sadness";" caused a family disturbance"
3484;"disgust";" friends calling me fat pear shaped in front of a nice girl"
3485;"shame";" when i considered writing a load of crap for this emotion"
3486;"guilt";" beating my brother up"
3487;"joy";" i was best man at my brothers wedding a year ago"
3488;"fear";" mugged while on holiday in the usa"
3489;"anger";" i am one of four directors of a company we inherited land held by our family ours is the th generation a democratic decision was made to stopbank an area of mangroves"
